,path_x,sentence
203,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18730405_7.mp3,¿A qué hora es la reunión?
204,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18736428_7.mp3,Me he de comprar un móvil nuevo.
205,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18736510_9.mp3,Me gusta cuando haces el pino puente en el césped.
206,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18736631_5.mp3,Los camellos se han ganado un descanso.
207,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18737566_10.mp3,la sombra negruzca de un indio asomó en la puerta:
208,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18744429_10.mp3,Me gustan los trenes.
209,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18744485_9.mp3,que bajo la luz adquirían tenue tinte dorado de marinas velas.
210,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18744551_5.mp3,"He perdido la cabeza, ¡qué bonita decepción!"
211,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18744602_8.mp3,La pluma es la lengua del alma.
212,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18744708_7.mp3,o amigos para toda la vida.
213,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18744902_5.mp3,"incluido usted, Palomares."
214,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18745134_7.mp3,"¡ corre que te la pierdes, corre! ¡ corre !"
215,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18745173_9.mp3,Gato que duerme no caza ratones.
216,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18747485_9.mp3,lleguéme a ellos y estuve viéndoles.
217,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18751246_7.mp3,como el que no quiere la cosa.
218,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18753432_9.mp3,me hizo recordar las remotas aldeas abandonadas al acercarse los aventureros españoles.
219,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18753471_6.mp3,al vernos corrió ahuyentando con el rebenque la astrosa turba
220,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18753486_6.mp3,¡ alabado sea Dios que le trujo con bien por medio de tantos peligros!
221,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18753556_8.mp3,no entiendo lo que quieres decirme.
222,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18753595_9.mp3,pasé por el mundo como un santo caído de su altar y descalabrado.
223,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18753755_7.mp3,"eso es, cubrirlo todo. puede que todos los abetos del mundo"
224,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18755063_9.mp3,No he comprado verduras.
225,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18755410_5.mp3,"Hombre, las muñecas realmente deben morir por usted. ¿ Me puede enseñar a hacer eso? ."
226,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18755516_5.mp3,"¿ qué hacías tú, corazón , que no me anunciabas su presencia?"
227,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18755602_8.mp3,¡ cualquiera tendría para desesperarse!
228,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18755726_5.mp3,No todo el monte es orégano.
229,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18755933_8.mp3,tenía despertares de aurora alegres y triunfantes.
230,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18756596_9.mp3,la Niña Chole murmuró a mi oído:
231,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18758012_9.mp3,¿ la Señora mi Marquesa también?
232,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18758036_8.mp3,¡ He encontrado una nave espacial!
233,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18758052_7.mp3,por muchos arpones que me dispares.
234,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18758077_6.mp3,"después, dejándome llevar de un impulso romántico , fuí a México."
235,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18758270_7.mp3,"vamos, chicos. vamos ."
236,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18758295_5.mp3,llegamos al jacal.
237,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18759112_8.mp3,Estaba en la cima del mundo viviendo bien
238,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18760990_6.mp3,"andele, niño , verá bailar el jarabe."
239,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18762612_9.mp3,Es un psicópata de manual.
240,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18765930_5.mp3,"y me indicó al blondo, al gigantesco adolescente , que se descoyuntó saludando:"
241,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18766497_7.mp3,Yo diría que pedo.
242,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18768775_9.mp3,"¡ Uau! Oh, impresionante extensión de alas. ¡ muy bien !"
243,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18768776_6.mp3,y llovía en menudas irisadas gotas sobre el tazón de alabastro.
244,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18771063_5.mp3,el caballerango obedeció.
245,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18771134_9.mp3,incluso puedo entender que te liaras con Palomares.
246,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18771936_10.mp3,"palomares, le ordeno que vuelva inmediatamente al Estrella."
247,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18772042_10.mp3,pero gracias por todo lo que hiciste por ella.
248,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18772046_10.mp3,¡ Mira por dónde vas! Perdona.
249,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18773010_10.mp3,desiertos de cenizas y arenales sin fin que rodean el Infierno.
250,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18773101_6.mp3,"¡Eres mi salvador, Bernardo!"
251,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18773103_7.mp3,"¿ quiere hacerme sitio, señor?"
252,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18773133_7.mp3,me hubieran impedido que le salvara la vida a Ainhoa
253,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18773193_10.mp3,¡ aquellos plateados tan famosos por su fiera bravura y su lujoso arreo!
254,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18778404_7.mp3,"no tenemos luz, ni radio ni radar"
255,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18778426_7.mp3,"ahora vengo. Julia, necesito saberlo ."
256,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18778524_5.mp3,Tendré que realizar una de mis operaciones.
257,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18778637_7.mp3,"No da quien tiene, sino quien quiere."
258,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18778643_5.mp3,si le parece bien desde luego.
259,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18778732_7.mp3,Trabaja como si vivieres siempre y vive como si murieses hoy.
260,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18779245_9.mp3,es la mejor chica de este barco
261,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18779816_6.mp3,distingo grupos de muchachos desnudos que se arrojan desde ellos y nadan grandes distancias
262,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18780375_10.mp3,Las luces de navidad son muy bonitas.
263,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18780437_9.mp3,"sus siervos, agrupados en la puerta de la hospedería , la imitaron"
264,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18780442_7.mp3,¿ Cómo sabía que fui yo? ¿ va a venir tranquilamente ?
265,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18785012_10.mp3,¿ me haces un favor? los que quieras.
266,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18790282_10.mp3,"Quien el puchero del vecino quiere probar, deje el suyo sin tapar."
267,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18792544_7.mp3,perdone el enojo.
268,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18794233_10.mp3,"somos los Cantinflas del amor, macho."
269,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18794796_7.mp3,no... no reacciona .
270,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18797471_7.mp3,siempre nos veremos antes.
271,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18797488_6.mp3,¿ Dónde están tus amigos rebeldes?
272,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18798854_10.mp3,"Es demasiado tarde, el tiempo nos ha ganado."
273,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18798856_9.mp3,ninguno de nosotros vale ya nada para ellos.
274,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18800799_9.mp3,Ganó el trofeo de la competición de verano.
275,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18801351_6.mp3,"Pedro viajaba a Suecia día sí, día también."
276,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18801422_9.mp3,Las calles de villaverde estaban peores que la carretera.
277,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18801514_10.mp3,"es muy vaporoso, muy suave , ¿ verdad?"
278,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18809381_7.mp3,era la Niña Chole:
279,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18809768_5.mp3,No nos va a dar tiempo a acabar el trabajo.
280,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18809812_9.mp3,Haremos un brindis para celebrar sus éxitos.
281,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18816200_7.mp3,yo pertenezco a los Andrade de Cela.
282,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18816656_10.mp3,"a ver... ¡ vamos, chicos!"
283,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18816693_10.mp3,"Vuelvan a sus vidas, ciudadanos. El show terminó ."
284,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18816741_8.mp3,Viene el nirvana. El portal místico aguarda .
285,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18816838_9.mp3,o seguimos al pato o seguimos vivos.
286,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18820954_10.mp3,Porque esta cama es mi sitio.
287,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18827500_6.mp3,en los fondos del barco desde que zarpamos.
288,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18829882_10.mp3,va a funcionar. tiene que hacerlo .
289,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18830174_10.mp3,"después volviéndose al criado, le interrogó:"
290,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18832116_9.mp3,"fray Lope, en aquel momento , colmaba otro vaso igual:"
291,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18832119_10.mp3,No sé si ayer fuiste al cine.
292,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18832149_6.mp3,Anoche tuve un sueño muy extraño.
293,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18834006_8.mp3,¡ Estás interfiriendo en la búsqueda y rescate!
294,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18835918_5.mp3,por la borda hace mucho tiempo.
295,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18837183_7.mp3,Logré una puntuación muy alta.
296,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18837200_7.mp3,esas profundas sentencias no deben permanecer dudosas.
297,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18837246_8.mp3,"le ruego, señor , que siga su camino."
298,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18849452_7.mp3,Espero que algún día tengas tanto éxito como tu padre.
299,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18849477_5.mp3,se consumen sin volver a besarla.
300,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18849652_8.mp3,ayuda pensar que estamos todos juntos en esto
301,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18852972_6.mp3,ve contando ese dinero.
302,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18852974_7.mp3,No tenemos pan.
303,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18853281_8.mp3,"Sarna con gusto, no pica."
304,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18853473_8.mp3,Os parecéis muchísimo.
305,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18855291_10.mp3,¿ lo notas?
306,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18855440_5.mp3,Estamos trazando otro plan.
307,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18855515_10.mp3,esta noche? claro.
308,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18855516_5.mp3,"¿ Usáis combustible, o conocéis la fusión de cristales?"
309,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18855535_8.mp3,¿Dónde has guardado el peine?
310,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18856742_10.mp3,el canto igual y monótono de un grillo rompía el silencio.
311,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18856831_7.mp3,tenía los ojos fieros y una mano cercenada.
312,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18866937_6.mp3,"dejó el velón sobre una mesa de torneados pies, y se alejó:"
313,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18866941_9.mp3,¡ no se vende así al amigo!
314,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18887203_5.mp3,Tita Cervera es la heredera moral de los Medici.
315,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18888666_6.mp3,No deberíamos leer tanto.
316,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18888947_9.mp3,apenas si podía tenerme sobre la montura.
317,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18889658_10.mp3,"con la tormenta no pasa nada, que puedo mantener el rumbo."
318,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18890224_9.mp3,estas gafas se las ha regalado Julia.
319,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18894924_6.mp3,"capítulos once y doce de Sonata de estío, de Ramón María del Valle-Inclán."
320,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18895790_6.mp3,"¿ señor, no conoce la señal de agonía?"
321,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18896086_6.mp3,"¡ aquellos ojos me miraban, estaban fijos en mí!..."
322,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18896598_6.mp3,el padre de su hijo. lo importante era
323,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18897896_5.mp3,¡ yo guardo en el alma tantos de estos amores!
324,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18905513_6.mp3,de lo que le estoy contando
325,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18908097_9.mp3,no te imaginas lo feliz que me siento sabiendo
326,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18908130_8.mp3,"es llamarlos. venga, tira ."
327,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18909830_8.mp3,Los centros de terapia médica se han esparcido por el barrio.
328,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18909860_5.mp3,"vamos, dame un abrazo , amigo."
329,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18909880_8.mp3,en aquel momento el caballerango vino a decirle que habían ensillado
330,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18909912_9.mp3,Un candidato demasiado joven no nos conviene.
331,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18910286_7.mp3,Todo ese campo está lleno de pinos.
332,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18910466_10.mp3,"solo te pido una cosa, que luches por la felicidad"
333,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18921252_5.mp3,"nada, que se me olvidaba el neceser. gracias ."
334,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18922070_8.mp3,deja de inventarte historietas y deja de ayudarme.
335,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18954298_9.mp3,"yo vi este sitio primero, ¿ vale?"
336,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18954650_8.mp3,"pero tenemos que hacerlo todos juntos, amigo."
337,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_18963575_8.mp3,"no, estoy de visita."
